E. coli K12 gene,"Pseudomonas aeruginosa","Pseudomonas fluorescens","Salmonella typhimurium","Yersinia pestis","Vibrio cholerae","Vibrio fischeri ES114","Vibrio fischeri MJ11","Haemophilus influenzae","Rickettsia prowazekii","Helicobacter pylori","Staphylococcus aureus","Bacillus subtilis","Bacillus anthracis","Streptococcus pneumoniae","Deinococcus radiodurans","Chlamydia trachomatis","Chlamydophila pneumoniae","Aquifex aeolicus","Thermotoga maritima","Mycobacterium tuberculosis","Nocardia farcinica","Streptomyces coelicolor","Borrelia burgdorferi","Treponema pallidum","Mycoplasma genitalium","Mycoplasma pneumoniae","Sulfolobus solfataricus","Aeropyrum pernix","Halobacterium salinarum","Pyrococcus furiosus"""
RSMC_ECOLI,"Q9HVG4",,"Q8ZJW6","16120760","Q9KUA0","Q5E2W4",,"P44453",,,,,,,,,,,,,,,,,,,"Q9UXD6",,,"Q8U0C6"""
RSMD_ECOLI,,,"Q8ZLE8",,"Q9KVJ7","Q5E1Z7",,"P44869;118138354",,"O25490",,"O34331","Q81W42","Q97NQ1","Q9RWM3","O84494","Q9Z7U9",,,"Q50451","Q5YS02","Q9ZBR2",,,,,,,,
RSMF_ECOLI,,,"Q8ZNZ2",,"Q9KRY1","Q5E5C7",,,,,,,,"Q97Q29",,,,,,,,,,,,,,,,"Q8U0N3"""
RSMG_ECOLI,"Q9HT10",,,"Q8Z9R9","Q9KNG5","Q5E1M7",,"P44728","Q9ZE89","O25703",,"P25813","Q81JH4","Q97QD4","Q9RYD6",,,"O67522","Q9WZG6","O53597",,"O54571",,,"P47620","P75220",,,,
RSPA_ECOLI,,,"Q8ZPJ1",,,,,,,,,,,,,,,,,,,,,,,,,,,
RSPB_ECOLI,,,"Q8ZPJ0",,,,,,,,,"O35045",,,,,,,,,,,,,,,,,,
RSTA_ECOLI,,,,"Q8D0H1;Q8ZE74",,,,,,,,,,,,,,,,,,,,,,,,,,
RSTB_ECOLI,,,"Q8ZPL6","Q8D0H0",,,,,,,,,,,,,,,,,,,,,,,,,,
RSUA_ECOLI,"Q9I5J6",,,"Q8ZGM2","Q9KRK5","Q5E6H1",,"P45124",,,,,,,,,,,,,,,,,,,,,,
RTCA_ECOLI,"Q9HVJ9",,"Q8ZLI0",,,,,,,,,,,,,,,,,,,,,,,,,,,
RTCB_ECOLI,"Q9HVK1",,"Q8ZLH9",,,,,,,,,,,,,,,,,,,,,,,,,,,
RTCR_ECOLI,"Q9HVK3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTN_ECOLI,,,"Q8ZNK1",,,,,,,,,,,,,,,,,,,,,,,,,,,
RUMA_ECOLI,"Q9I525",,"Q8ZME1",,"Q9KPC1","Q5E320",,"P44643",,,,,,,,,,,,,,,,,,,,,,
RUMB_ECOLI,,,,,"Q9KL20",,,,,,,,,,,,,,,,,,,,,,,,,
RUTD_ECOLI,,,,,,,,,,,,,,,,,,,,,,"Q9Z4Z8",,,,,,,,
RUVA_ECOLI,"Q51425",,,"Q8ZEU6","Q9KR01","Q5E6A0",,"P44632","Q9ZDE6","O25549",,"O05392","Q81LG8",,"Q9RUV7","O84509","Q9Z7T4",,,"O06123;P66744","Q5YTE7","Q9L290",,"O83554",,,,,,
RUVC_ECOLI,"Q51424",,,"Q8ZEU7","Q9KR00","Q5E6A1",,"P44633","Q9ZE29","O25544",,,,,"Q9RX75","O84510","Q9Z7T3",,"Q9WZ45","P66760","Q5YTE6","Q9L289",,"O83530",,,,,,
RUVX_ECOLI,,"Q9F4I8","Q8ZM50",,"Q9KUP9","Q5E7R8",,,"Q9ZDJ8","O25101",,"O34634",,,,,"Q9Z8U7","O67469","Q9X1N1",,"Q5YTK0","Q9KXQ0",,,"Q9ZB76","P57114",,,,
SBCC_ECOLI,,,"Q8ZRE3","Q8D169","Q9KM67","Q5E5N3",,,,,,"O06714",,,,,,"O67124",,,"Q5YQ97","Q93IX0",,"O83635",,,,,,
SBM_ECOLI,,,,,,,,,,,,,,,"Q9RVE5",,,,,"P65487","Q5YU27",,,,,,,,,
SDHD_ECOLI,"Q9HYN9",,"Q8ZL08",,"Q9KL72",,,,,,,"P54555","Q81S85",,,,,,,,,,,,,,,,,
SDHL_ECOLI,,,"Q8ZP07",,,,,,,,,,,,,,,,,,,,,,,,,,,
SDHM_ECOLI,,,"Q8ZMD0",,,,,,,,,,,,,,,,,,,,,,,,,,,
SDIA_ECOLI,"P54292","Q9L6U5","O66040",,,,,,,,,,,,,,,,,,,,,,,,,,,
SECA_ECOLI,"Q9LCT3",,"Q8ZRT7","16120892","Q9KPH4",,,"P43803","Q9ZCX7",,,,,,,,,,,,,,,,,,,,,
SECD_ECOLI,,,"Q8ZRD7",,,,,,,,,,,,,,,,,,,,,,,,,,,
SECE_ECOLI,"Q9HWC3",,,"Q8D1H4","Q9KV36","Q5E229",,"P43805",,,,,,,,,,,,,,,,,,,,,,
SECG_ECOLI,,,"Q7CPQ0",,"Q9KU83","Q5E7L8",,"P44713",,,,,,,,,,,,"P66791","Q5YTQ9","Q9Z521",,,,,,,,
SECM_ECOLI,,,"Q8ZRT8","Q8ZIE1",,,,,,,,,,,,,,,,,,,,,,,,,,
SECY_ECOLI,"Q9HWF5",,,,"P78283","Q5E894",,"P43804",,,,,,,,,,,,,,,,,,,,,,
SELB_ECOLI,"Q9HV02",,"Q8ZL70","Q8CZH0",,,,"P43927",,,,,,,,,,"O67141",,,,,,,,,,,,
SELD_ECOLI,,,,,,,,"P43911",,,,,,,,,,,,,,,,,,,,,,
SELU_ECOLI,"Q9I382",,"Q8ZR88",,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQA_ECOLI,,,,"16122890","Q9KQA4",,,"P44564",,,,,,,,,,,,,,,,,,,,,,
SERA_ECOLI,"Q9I6H5",,"Q8ZM69",,"Q9KP92",,,"P43885",,,,"O32264",,,,,,,"Q9WYG2",,,,,,,,,,,"Q8U3T5"""
SERC_ECOLI,"Q9HZ66",,"P55900","Q8ZGB4","Q9KSU7","Q5E6F2",,"P44336",,,,,,,,,,,,,,,,,,,,,,
SFGH1_ECOLI,,,,,,,,"P44556",,,,,,,,,,,,,,,,,,,,,,
SFGH2_ECOLI,"Q9HY02",,"Q8ZNL5","Q7CHQ0;16121774",,,,,,,,,,,,,,,,,,,,,,,,,,
SFMC_ECOLI,,,"P37923",,,,,,,,,,,,,,,,,,,,,,,,,,,
SFMD_ECOLI,,,"P37924",,,,,,,,,,,,,,,,,,,,,,,,,,,
SFMF_ECOLI,,,"P37926",,,,,,,,,,,,,,,,,,,,,,,,,,,
SFMH_ECOLI,,,"P37925",,,,,,,,,,,,,,,,,,,,,,,,,,,
SFSA_ECOLI,"Q9HV77",,"Q8ZRQ6","P58431","Q9KUC5","Q5E2T7",,"P46457",,,,,,,,,,"O66469","Q9WZ35",,,,,,,,"Q97VP5","Q9YEX9",,"Q8U1K8"""
SGBE_ECOLI,,,"Q8ZL75","16122459;Q8D0J2",,,,,,,,,,,,,,,,,,,,,,,,,,
SGBH_ECOLI,,,"Q8ZL77",,,,,,,,,,,,,,,,,,,,,,,,,,,
SGBU_ECOLI,,,"Q8ZL76","Q7CKB3;NP_406799",,,,"P44990",,,,,,"Q97NJ3",,,,,,,,"Q9EWU7",,,,,,,,
SGCE_ECOLI,,,"Q8ZPB7",,,,,,,,,,,,,,,,,,,,,,,,,,,
SGCQ_ECOLI,,,"Q8ZPB8",,,,,,,,,,,,,,,,,,,,,,,,,,,
SGCX_ECOLI,,,"P58535",,,,,,,,,,,,,,,,,,,,,,,,,,,
SMF_ECOLI,"Q9I7A6",,"Q8ZLM8",,"Q9KVU1","Q5E1R0",,"P43862",,,,,,,"Q9RY31",,,,"Q9WY92","Q10817","Q5YS52",,,,,,,,,
SMG_ECOLI,,,,"Q8ZJ77","Q9KVU0","Q5E1R1",,,,,,,,,,,,,,,,,,,,,,,,
SODC_ECOLI,,,"O68901",,,,,,,,,,,,,,,,,,,,,,,,,,,
SODF_ECOLI,"P53641",,"P0A2F4","16122609;Q0WED6;Q8D0M2","Q9KQF3","Q5E6D0",,,,,,,,,,,,,,,,,,,,,,,,
SODM_ECOLI,,,"P43019;AAC43331","Q7CFQ2;16124175",,,,"S39871;P43725",,,,,,,"Q9RUV2",,,,,,,,,,,,,,,
SOHB_ECOLI,,,,"Q7CIM0","Q9KT45","Q5E611",,"P45315",,,,,,,,,,,,,,,,,,,,,,
SOXR_ECOLI,"Q51506",,"P0A2R0",,"Q9KN81",,,,,,,,,,,,,,,,,"Q9S255",,,,,,,,
SPEA_ECOLI,"Q9HUX1",,"P60659",,"Q9KLD1","Q5DZ86",,,,,,,,,,,,,,,,,,,,,,,,
SPEE_ECOLI,"Q9X6R0",,"Q8ZRS3","Q8ZBJ8",,,,,,,,"P70998","Q81JT0",,,,,"O66473",,,,,,,,,,,,"Q8U4G1"""
SPPA_ECOLI,,,"Q8ZPV6","Q7CIH6;Q74TZ9","Q9KQK4","Q5E4A8",,"P45243",,,,,,,,,,,,,,,,"O83962",,,,,,
SPY_ECOLI,,,"Q8ZPU7",,,,,,,,,,,,,,,,,,,,,,,,,,,
SRMB_ECOLI,,,"Q8ZMX7","16122912","Q9KU63",,,"P44701",,,,,,,,,,,,,,,,,,,,,,
SSB_ECOLI,,,"Q93GP7",,,,,,,,,,,,,,,,,,,,,,,,,,,
SSNA_ECOLI,,,,,,,,,,,,,,,"Q9RW45",,,,,,,,,,,,,,,
SSRP_ECOLI,,,"P0A2G1","Q8ZH14","P52116","Q5E399",,,,,,,,,,,,,,,,,,,,,,,,
SSUA_ECOLI,,,,"Q0WB29",,,,,,,,,,,,,,,,,,,,,,,,,,
SSUD_ECOLI,"Q9HYG2",,,"Q8ZB04",,,,,,,,"P40402","Q81P97",,,,,,,,,,,,,,,,,
STHA_ECOLI,"P57112","O05139",,"Q8ZA97","P50529",,,,,,,,,,,,,,,"P66006",,,,,,,,,,
SUBI_ECOLI,,,"P02906",,,,,,,,,,,,,,,,,,,,,,,,,,,
SUCC_ECOLI,"P53593",,,,"Q9KQB5","Q5E6M6",,"P45101",,,,"P80886","Q81WK0",,,,,,,,,,,,,,,,,
SUFA_ECOLI,,,"Q8ZPQ5","Q8D0M9",,,,,,,,,,,,,,,,,,,,,,,,,,
SUFB_ECOLI,,,"Q8ZPQ4",,,,,,,,,,,,,,,,,,,,,,,,,,,
SUFC_ECOLI,,,"Q8ZPQ3","Q8D0M8",,,,,,,,,,,,,,,,,,,,,,,,,,
SUFD_ECOLI,,,"Q8ZPQ2","Q0WEC2",,,,,,,,,,,,,,,,,,,,,,,,,,
SUFE_ECOLI,,,"Q8ZPQ1","Q74TH2",,,,,,,,,,,,,,,,,,,,,,,,,,
SUFI_ECOLI,,,,"16120998",,,,"P44847",,,,,,,,,,,,,,,,,,,,,,
SUFS_ECOLI,,,,"Q8D0M6",,,,,,,,,,,,,,,,,,,,,,,,,,
SUHB_ECOLI,"Q9HXI4",,"P58537","16123090;Q7CJN9","Q9KTY5","Q5E787",,"P44333","Q9ZDT6",,,,,,,,,"O67791",,,,"Q8CJQ3",,,,,,,,
SURA_ECOLI,"Q9I5U3",,,"16120824","Q9KUS0","Q5E863",,"P44721",,,,,,,,,,,,,,,,,,,,,,
SURE_ECOLI,"Q9HY05",,,"Q8ZBP9","Q9KUI9",,,"P45681",,"O25584",,,,,"Q9RRT8","7450048;O84220","Q9Z8S6","O67004","P96112",,,,,,,,,,,
SXY_ECOLI,,,"Q8ZQ67","Q8D057","Q9KRC0","Q5E4H8",,,,,,,,,,,,,,,,,,,,,,,,
SYA_ECOLI,"Q9I553",,"Q8ZMK6","Q8ZBT8","Q56648","Q5E7G5",,"P43815","Q9ZCA4","P56452",,,,,,,,,,,,,,,,,,,,
SYC_ECOLI,"Q9I2U7",,"Q8ZR68","Q8ZCC0","Q9KQZ9","Q5E4F1",,"P43816",,,,,,,"Q9RTT6",,,"O67163","Q9WZH8",,,,,,,,,"Q9YBK6",,
SYD_ECOLI,"Q51422",,"Q8ZNV2","Q8ZEV0","Q9KSU0","Q5E6A2",,"P43817",,,,"O32038","Q81LI7","Q97ND6",,"O84546","Q9Z7P2","O67589","Q9X1F4",,,,,,,,,,,
SYE_ECOLI,,,"P0A2K3","Q8ZCK0","P0C6Q1","Q5E3L4",,"P43818","Q9ZCT8","P96551",,,,,,,,"O67271",,,,,,,,,,,,
SYFA_ECOLI,"Q9I0A3","Q9X6E9",,"Q8ZDX0","Q9KSN7",,,"P43819","Q9ZDB5","P56146",,"P17921","Q81L30","Q97S36","Q9RRX8","O84843",,"O67087","Q9WZS8",,,,,,,,,,,
SYFB_ECOLI,"Q9I0A4",,"P15434","Q8ZDX1","Q9KSN6","Q5E5G5",,"P43820","Q9ZDB4","P56145","Q9AGR3","P17922","Q81L31","Q97S34","Q9RRX5","O84481","Q9Z7W0","O67620","Q9WZS9","P94985","Q5YYH6","O88054",,,"P47437","P75563",,"Q9Y9I3","Q9HMK3",
SYGA_ECOLI,"Q9I7B7","O33439","Q8ZL95","Q8Z9W6","Q9KVW7","Q5E8Y6",,"P43821","Q9ZCB0","P56453",,"P54380",,"Q97PW5",,"Q46371","Q9Z6W0","O67081","Q9WY59",,,,,,,,"P96041",,"Q9HN24","Q8U425"""
SYGB_ECOLI,,,"Q8ZL96",,"Q9KVW8","Q5E8Y5",,"P43822",,,,,,,,,,,,,,,,,,,,,,
SYH_ECOLI,"Q9HXJ5",,"AAC03121;O52765","Q8ZCT6","Q9KTX0","Q5E771",,"P43823","Q9ZDL9",,"P60911","O32039","Q81LI6","Q97NC9","Q9RUN5","O84547","Q9Z7P1","O66522","Q9X0H5","P67483","Q5YTH9","Q9KXP2",,,"P47281","P75069","Q980L3",,"Q9HNP5","Q8U431"""
SYI_ECOLI,"Q9HVM4","P18330;AAA25883","Q8ZRZ0","Q8ZIM0","Q9KU47","Q5E7N4",,"P43824",,"P56456","P41972","Q45477;AAB57764","Q81WE4","AAC95446;Q9ZHB3",,,,"O66651","P46213",,,,,,"P47587","P75258",,,,
SYK1_ECOLI,,,"P28354","Q8ZHK5",,,,,,,,,,,,,,,,,,,,,,,,,,
SYK2_ECOLI,,,"P28354","Q8ZHK5",,,,"P43825",,,,"P37477",,,,,,,"Q9X231",,,,,,,,,,,
SYK3_ECOLI,,,,,,,,,,,"Q9EUS9","P39772",,,,,,,,,,,,,,,,,,
SYL_ECOLI,"Q9HX33",,"Q8ZQZ6","Q8ZDF8","Q9KTE6","Q5E6U8",,"P43827","Q9ZDB1","P56457",,"P36430","AAF86198","Q97SS0","Q9RSF0","O84211",,"O67646;O66680","Q9WY15","P67510",,"Q9RDL5","O51267","O83595",,,,,"Q9HN72",
SYME_ECOLI,,,"Q8ZJY9",,,,,,,,,,,,,,,,,,,,,,,,,,,
SYM_ECOLI,"Q9HYC7",,"Q8ZNN4","Q8ZG01","Q9KT69","Q5E3Z7",,"P43828",,"P56127",,"P37465","Q81W03;Q81XF9","A2MSJ4;P67580","Q9RUF3","O84035","Q9Z959",,,"O05593","Q5YPY3","Q9F2I9","Q44951","O83776",,,"Q9UWW2","Q9YCY3","Q9HSA4","Q8U221"""
SYN_ECOLI,,,"P58696","P58697","Q9KSF9","Q5E5P2",,"P43829",,,,,"Q81L32",,,,,,,,,,"O51128",,"P47359","P75521",,,,
SYP_ECOLI,"Q9I502",,"Q7CR62","Q7CH25","Q9KTM7","Q5E719",,"P43830","Q9ZDE7","P56124",,"O31755","Q81WL6","Q97SR1",,"P36431","Q9Z851","O66690","Q9WYY4","O05814","Q5YSB9","Q9KYR6",,"O83195",,,,,,
SYQ_ECOLI,"Q9I2U8",,"Q8ZQX5","Q8ZDD9","Q9KTA6","Q5E6P2",,"P43831",,,,,,,"P56926",,,,,,,,,,,,,,,
SYR_ECOLI,"Q9HUC8",,"P74871","Q8ZEV7","Q9KQC6","Q5E6L2","A9IGV9","P43832",,,,,,,,"O84460","Q9Z7Y3",,,,,"Q9WX29",,,,,,,,
SYT_ECOLI,"Q9I099","AAD34790;Q9X6E6","Q8ZPS9","Q8ZDW5","Q9KMN7","Q5E5I7",,"P43014","O05947",,,,,,,,,,,,,,,"O83809",,,,,,
SYV_ECOLI,"Q9HXH0",,"Q8ZK31","Q8ZBH1","Q9KP73","Q5E7U0",,"P43834",,,,"Q05873","Q81LD3","Q97S45",,,,,"Q9X2D7",,,"O06851",,,,,,,,
SYW_ECOLI,,,,"Q8ZJF2","Q9KNV7","Q5E2G5",,"P43835",,,,,,,,,,,,,"Q5Z1B0","Q9KZA7",,,,,,,,
T1MK_ECOLI,,,"P40813",,,,,,,,,,,,,,,,,,,,,,,,,,,
T1RK_ECOLI,,,"Q8ZJY8",,,,,,,,,,,,,,,,,,,,,,,,,,,
T1SK_ECOLI,,,"P06187",,,,,,,,,,,,,,,,,,,,,,,,,,,
TADA_ECOLI,"Q9HXM8",,,"Q8D100;NP_406423","Q9KTN7","Q5E751",,"P44931",,,,"P21335",,,,,,,,,,,,,,,,,,
TALA_ECOLI,,,"Q8ZN83",,,,,,,,,,,,,,,,,,,,,,,,,,,
TALB_ECOLI,,,"P66955","Q8ZIN2",,,,,,,,,,,,,,,,,,,,,,,,,,
TAS_ECOLI,"Q9HVY1",,"Q8ZMA6","16121102","Q9KU57",,,,,,,,,,,,,,,,,,,,,,,,,
TATB_ECOLI,"Q9HUB4",,,"Q8ZAM3","P57063","Q5E8V1",,"P57047",,"O25700",,,,,,,,,,"O33220","Q5YQF7","Q9FBK8",,,,,,,,
TAUA_ECOLI,,,,"Q74Y06",,,,,,,,,,,,,,,,,,,,,,,,,,
TAUC_ECOLI,"Q9HX80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAUD_ECOLI,"Q9HX81",,,"Q8CZJ1;NP_403839",,,,,,,,,,,,,,,,,,,,,,,,,,
TDCD_ECOLI,,,"O06961",,,,,,,,,,,,,,,,,,,,,,,,,,,
TDCG_ECOLI,,,"Q8ZLW3",,,,,,,,,,,,,,,,,,,,,,,,,,,
TDH_ECOLI,,,"Q8ZL52","Q8ZJN2","Q9KL62","Q5E0F9",,,,,,"O31776",,,"Q9RTU4",,,,,,,"Q9L233",,,,,,,,"Q8U259"""
TEHA_ECOLI,,,"Q8ZPC2",,,,,,,,,,,,,,,,,,,,,,,,,,,
TEHB_ECOLI,,,"Q8ZPC3",,,,,,,,,,,,,,,,,,,,,,,,,,,
TESA_ECOLI,"Q9HZY8",,"Q8ZR91","Q0WCI8;Q8D140","Q9KLG1","Q5DYN2",,,,,,,,,,,,,,,,,,,,,,,,
TGT_ECOLI,"Q9HXH9",,"Q8ZRD8","Q8ZC33","Q9KTY9",,,"P44594","Q9ZCK8",,,,,,,,,,,,,,,,,,,,,
THD1_ECOLI,,,"68319;P20506","16124029","Q9KVW1",,,"P46493",,,,,,,,,,,,,,,,,,,,,,
THD2_ECOLI,,,"P11954",,,,,,,,,,,,,,,,,,,,,,,,,,,
THGA_ECOLI,,,,,,,,,,,,,,,,,,,,,,"Q8CJK1",,,,,,,,
THIB_ECOLI,,,"Q7CR85","Q8CZP8;16120853;NP_404166","Q9KP40","Q5E884",,"P44984",,,,,,,,,,,,,,,,"O83180",,,,,"Q9HMT5;Q9HNZ3",
THIC_ECOLI,"Q9HUJ2",,"Q9L9I7",,,,,,,,,"P45740","Q81WY7",,"Q9RYX8",,,,,,"Q5YNS3","Q9X9U0",,,,,,,,
THID_ECOLI,,,"P55882","16123052;Q7CJL4",,,,,,,,,,,,,,,,,,,,,,,,,,
THIE_ECOLI,,,"Q9L9I8","Q8ZAQ1","Q9KVS7","Q5E8W8",,,,,,,,,,,,,,,,,,,,,,,,
THIF_ECOLI,,,,"16123878",,,,,,,,,,,,,,,,,,,,,,,,,,
THIG_ECOLI,,,"Q9L9J1","Q8ZAP9","Q9KVS4","Q5E8W6",,,,,,"O31618","Q81UX4",,"Q9RYY1",,,,,,,,,,,,,,,
THIH_ECOLI,,,"Q9S498","Q8D1H2","Q9KVS3","Q5E8W5",,,,,,,,,,,,,,,,,,,,,,,,
THII_ECOLI,"Q9HU66",,"P55913","Q8ZC49","Q9KTK8","Q5E6Y5",,,,,,,,,,,,,,,,,,,"P47612","P75228","Q980G6","Q9YEW8",,
THIJ_ECOLI,,,"P55880","Q8D159",,"Q5E6Y4",,,,,,,,,,,,,,,,,"O51566",,,,,,,
THIM_ECOLI,,,"P55883",,,"Q5E0Q5",,,,,,"P39593","Q81Z96",,,,,,,,,,,,,,,,,"Q8U191"""
THIO_ECOLI,"Q9X2T1",,"P0AA28","Q7CKZ3","Q9KV51","Q5E8U4",,,,,,,,,,,,,,,,,,,,,,,,
THIP_ECOLI,,,"Q8ZRV1","Q0WJE3","Q9KP41","Q5E883",,"P44985",,,,,,,"Q9RRK1",,,,,,,,,"O83179",,,,,,
THIS_ECOLI,,,,"Q74RE2","Q9KVS5",,,,,,,,,,,,,,,"P96262","Q5YNQ1","Q9S2N5",,,,,,,,
THRC_ECOLI,,,"Q8ZS18",,,,,,,,,,,,,,,,,,,,,,,,,,,
THTM_ECOLI,,,"Q8ZN45","16121489;Q7CH84",,,,,,,,,,,,,,,,,,,,,,,,,,
TIG_ECOLI,"Q9I2U2",,,"Q8ZC64","Q9KQS5",,,"P44837",,,,"P80698","Q81LB8","Q97SG9",,,,,,,,,,,,,,,,
TILS_ECOLI,,,"Q8ZRN5","Q8ZH50","Q9KPX0",,,"P44689",,,,,,,,,,,,,,,,,,,,,,
TKT1_ECOLI,,,"Q8ZM63","16121231;Q7CGS3",,,,,,,,,,,,,,,,,,,,,,,,,,
TKT2_ECOLI,,,"Q8ZN82",,,,,,,,,,,,,,,,,,,,,,,,,,,
TNAA_ECOLI,,,,,"Q9KN05",,,"O07674",,,,,,,,,,,,,,,,,,,,,,
TNR1_ECOLI,,,,"Q74YV1;Q7ARH2",,,,,,,,,,,,,,,,,,,,,,,,,,
TOLA_ECOLI,,,"Q8ZQT6","Q74W64",,,,,,,,,,,,,,,,,,,,,,,,,,
TOLB_ECOLI,,,"Q8ZQT5","Q8ZGZ1",,,,"AAC44597;P44677",,,,,,,,,,,,,,,,,,,,,,
TOP1_ECOLI,"Q9HZJ5",,,"16122447","Q9KRB2",,,"P43012",,,,"P39814","Q81WK2","Q97QF3",,,,,,,,,,,,,,,,
TOP3_ECOLI,,,"P40687","Q74TZ7;Q8D0G4;16122397","Q9KQF5","Q5E4B0",,"P43704",,,,,,,,,,,,,,,,,,,,,,
TORA_ECOLI,,,"Q8ZKZ7",,"Q9KRF0",,,,,,,,,,,,,,,,,,,,,,,,,
TORC_ECOLI,,,"Q8ZKZ6",,"Q9KLR2",,,"P44655",,,,,,,,,,,,,,,,,,,,,,
TORD_ECOLI,,,"Q8ZKZ8",,"Q9KRC2","Q5E4I0",,,,,,,,,,,,,,,,,,,,,,,,
TORS_ECOLI,,,"Q8ZKZ3",,"Q9KLN4","Q5E4D2",,,,,,,,,,,,,,,,,,,,,,,,
TORT_ECOLI,,,"Q8ZKZ4",,"Q9KLN3","Q5E4D1",,,,,,,,,,,,,,,,,,,,,,,,
TORY_ECOLI,,,,,"Q9KQP7","Q5E137",,"P44799;P44655",,,,,,,,,,,,,,,,,,,,,,
TORZ_ECOLI,,,,,"Q9KQP8","Q5E138",,"P44798",,,,,,,,,,,,,,,,,,,,,,
TPIS_ECOLI,,,"Q8ZKP7","Q8ZJK9",,,,"P43727",,,,,,,,,,,,,,,,,,,,,,
TPPB_ECOLI,,,,"Q8D0L2",,,,,,,,,,,,,,,,,,,,,,,,,,
TPX_ECOLI,,,"Q8ZP65","Q8ZE42","Q93TT8","Q5DZ37",,"Q57549",,,,,,,,,,,,,,,,,,,,,,
TREA_ECOLI,,,"Q8ZP20",,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC_ECOLI,,"Q9F8X2;Q8GLN5","Q8ZK40","16123835","Q9KTJ1",,,,,,,"Q9F4G4;O06994","Q81V68",,,,,,,,,,,,,,,,,
TRER_ECOLI,,,"P36674","16123837","Q9KTJ3",,,,,,,,,,,,,,,,,,,,,,,,,
TRKH_ECOLI,,,"Q9L6L2",,"Q9KNI3","Q5E8X4",,"P44843",,,,,,,,,,,,,,,,,,,,,,
TRMA_ECOLI,"Q9HV78","Q9RHS9",,,"Q9KVJ0","Q5E215",,"P31812",,,,,,,,,,,,,,,,,,,,,,
TRMB_ECOLI,"Q9I6B3",,"Q8ZM40",,"Q9KUR2",,,,,,,,,,,,,,,,,,,,,,,,,
TRMJ_ECOLI,,,"P66974",,"Q9KTY4","Q5E786",,"P44676",,,,,,,,,,,,,,,,,,,,,,
TRPE_ECOLI,"P20580",,"P00898","16122436",,,,,,,,"P03963","Q6I1V3;Q81TM3","Q97P27",,,,"O66849",,"P67001","Q5YYN7","Q9S2U2",,,,,,,"Q9HPG5",
TRPG_ECOLI,,,"68263;P00905;AAA27236","Q8ZEG7;Q8ZEG6","Q9KST4;Q9KST3",,,"P43858",,"P56737",,,,,,,,,"Q08654",,,,,,,,"P50384","Q9Y8T2",,"Q8U089"""
TRPR_ECOLI,,,"P37444","P58700","Q9KU28","Q5E7E2",,"P44889",,,,,,,,"Q8KQD4;Q8KQD7;O84171",,,,,,,,,,,,,,
TRUA_ECOLI,"O87016",,"Q8ZNB9","Q8ZD27","Q9KTA4","Q5E455","B5FFN7","P45291",,,,,,,,,,,,,,,,,,,,,,
TRUB_ECOLI,"P72154",,"Q8ZLT2","Q8ZBC4","Q9KU78",,,"P45142",,,,"P32732","P59873","Q97QJ3",,,,,"Q9WZW0",,,,,,,,,,,
TRUC_ECOLI,,,"Q8ZMD5","Q8ZH72","Q9KTL4","Q5E788",,"P44197",,,,,,,,,,,,,,,,,,,,,,
TRUD_ECOLI,"Q9HY04",,"Q8ZMF8",,"Q9KUJ0","Q5E330",,"P44039",,,,,,,"Q9RSX8",,,,,,,,,,,,,,,
TRXB_ECOLI,,,"Q7CQU5","Q7CHI6;Q8ZGC9","Q9KSS4","Q5E6E9",,"P43788",,,,,,,,,,,,,,,,,,,,,"O54535",
TTCA_ECOLI,,,"Q8ZP88","Q7CIP8","Q9KS29","Q5E590",,"Q57184",,,,,,,"Q9RX35",,,,,,,,,,,,,,,
TTUC_ECOLI,,,,"16122717;Q8D0S0;NP_406030",,,,,,,,,,,,,,,,,,,,,,,,,,"Q8U299"""
TUSA_ECOLI,"Q9I3F3",,,"Q8ZAI0","Q9KVW4","Q5E8Y2",,"P44841;1074493",,,,,,,,,,,,,,,,,,,,,,
TUSB_ECOLI,"Q9I0N1",,,,"Q9KV00",,,,,,,,,,,,,,"Q9X074",,,,,,,,,,,
TUSC_ECOLI,,,"Q8ZLL8",,"Q9KV01","Q5E8C2",,"Q57194",,,,,,,,,,,"Q9X075",,,,,,,,"Q97Z18",,,
TUSD_ECOLI,,,,,"Q9KV02","Q5E8C3",,"P44762",,,,,,,,,,,,,,,,,,,,,,
TUSE_ECOLI,"Q9I0N0",,,"Q8ZG65","Q9KSA3","Q5E4Q0",,"P45184",,,,,,,,,,,,,,,,,,,,,,
TUS_ECOLI,,,"O52714","Q9L6X9",,,,,,,,,,,,,,,,,,,,,,,,,,
TYPH_ECOLI,,,,"Q74PY8","Q9KPL8","Q5E7J6",,,,,,,,,,,,,,"O53366","Q5Z195","Q9AK36",,,,,,,,
TYRA_ECOLI,,,"Q7CPZ8","Q7CK89","Q9KU33","Q5E7E7",,"P43902",,,,,,,,,,,,,,,,,,,,,,
TYRB_ECOLI,,,"P74861;7434095","16120659",,,,,,,,,,,,,,,,,,,,,,,,,,
TYRR_ECOLI,"P72160;Q9I572",,,"Q8D0K9;Q74TM2","Q9KSE9","Q5DZH5",,,,,,,,,,,,,,,,,,,,,,,,
